skills,interests,education,experience,career_category,salary_min,salary_max
"critical thinking, user research, stakeholder management, documentation, css animations","customer feedback, stakeholder collaboration, strategy",bachelor's degree,1,Product Manager,797000,1820000
"requirements gathering, reporting, stakeholder management, roadmap, agile, hyperparameter tuning, deep learning","strategy, risk management, visualization",master's degree,2,Business Analyst,660000,1492000
"debugging, pandas, communication, documentation, process mapping, risk analysis","predictive modeling, data analysis, problem solving, artificial intelligence, algorithms",diploma,1,Machine Learning Engineer,780000,1808000
"stakeholder communication, data visualization, critical thinking, numpy, documentation, progressive web apps, tailwind css","reporting, kpis, statistics, pattern recognition",master's degree,4,Data Analyst,721000,1683000
"c#, html, api design, scripting, python, design patterns","backend systems, engineering, site reliability",bachelor's degree,2,Software Engineer,712000,1621000
"kpis, python, sql, product analytics","statistics, forecasting, pattern recognition",master's degree,0,Data Analyst,474000,1087000
"machine learning, algorithms, teamwork, statistics, svelte, ui components","problem solving, statistics, programming, data analysis",master's degree,10,Machine Learning Engineer,1315000,2949000
"sql, agile, numpy, scikit-learn, linear algebra",data analysis,master's degree,3,Data Analyst,651000,1366000
"scripting, ci/cd, linux, docker, git, communication, problem solving, go-to-market strategy","infrastructure, cloud",master's degree,9,DevOps Engineer,1219000,2831000
"pandas, git, presentation skills, debugging, problem solving, product analytics, backlog grooming","data analysis, learning new tools, software craftsmanship",bachelor's degree,0,Machine Learning Engineer,696000,1418000
"javascript, user research, testing, next.js, debugging, html","user experience, interactive web experiences",bachelor's degree,1,Front-End Developer,564000,1278000
"scripting, testing, api design, teamwork, python, documentation","programming, backend systems, coding, interactive web experiences",master's degree,5,Software Engineer,754000,1658000
"performance tuning, testing, data structures, html, git, api design","systems, programming, algorithms",diploma,1,Software Engineer,540000,1119000
"dashboards, roadmap, data visualization, communication, requirements gathering, competitive analysis","teamwork, visualization, analytics",master's degree,6,Business Analyst,744000,1516000
"documentation, tableau, reporting, financial modeling","statistics, analytics, pattern recognition",bachelor's degree,0,Data Analyst,438000,920000
"market analysis, business process improvement, git, stakeholder communication, communication, looker","problem solving, reporting",bachelor's degree,3,Business Analyst,663000,1562000
"teamwork, testing, cloud, critical thinking, linux, api design, docker",cloud,bachelor's degree,1,Back-End Developer,568000,1328000
"testing, documentation, design systems, html, debugging, css, kafka","innovation, design, user experience, web development",bachelor's degree,2,Front-End Developer,499000,1184000
"dashboards, critical thinking, looker, numpy, mlops, xgboost","visualization, data analysis, pattern recognition",phd,0,Data Analyst,391000,874000
"problem solving, design systems, figma, pricing strategy, metrics","problem solving, user experience",diploma,1,UX Designer,473000,957000
"git, api design, design patterns, presentation skills, python, scripting, linear algebra","backend systems, systems",bachelor's degree,10,Software Engineer,1214000,2774000
"requirements gathering, documentation, dashboards, communication","stakeholder collaboration, requirements analysis, analytics",12th pass,11,Business Analyst,922000,1897000
"debugging, code review, git, critical thinking, testing, javascript, scripting","engineering, learning new tools, requirements analysis",master's degree,2,Software Engineer,629000,1398000
"market analysis, teamwork, reporting, presentation skills, qlik","financial analysis, analytics, problem solving, reporting, process improvement, visualization",master's degree,2,Business Analyst,590000,1200000
"agile, dashboards, reporting, data visualization, qlik, presentation skills, etl, linear algebra","learning new tools, pattern recognition, statistics, analytics",bachelor's degree,0,Data Analyst,436000,884000
"personas, communication, presentation skills, agile, reinforcement learning, keras","stakeholder collaboration, customer feedback, customer needs, user research, cloud computing",bachelor's degree,2,Product Manager,821000,1767000
"git, linux, databases, spring boot, authentication, api design, next.js, progressive web apps","backend systems, infrastructure, requirements analysis",bachelor's degree,1,Back-End Developer,605000,1311000
"agile, javascript, figma, user research, computer vision, keras","technology, coding, design, web development",master's degree,5,Front-End Developer,749000,1603000
"data cleaning, critical thinking, dashboards, sql, documentation, deep learning, scikit-learn","statistics, visualization, infrastructure",phd,3,Data Analyst,604000,1441000
"prototyping, figma, css, presentation skills, ui components, communication, debugging, tailwind css, tensorflow","user experience, web performance, usability",bachelor's degree,3,Front-End Developer,564000,1154000
"css, documentation, storybook, user research, postgresql","problem solving, coding, computer vision",bachelor's degree,5,Front-End Developer,714000,1699000
"git, agile, ci/cd, docker, cloud, api design, terraform, pivot tables, qlik",automation,master's degree,1,DevOps Engineer,673000,1429000
"requirements gathering, sql, stakeholder communication, critical thinking, documentation, roadmap, caching, django","innovation, requirements analysis, analytics, automation",bachelor's degree,0,Business Analyst,544000,1116000
"javascript, sass, svelte, presentation skills, prototyping, html, object-oriented design, concurrency","responsive design, coding",master's degree,12,Front-End Developer,1113000,2588000
"api design, algorithms, scripting, javascript, testing, prioritization, competitive analysis","systems, clean code, usability",diploma,1,Software Engineer,619000,1373000
"algorithms, presentation skills, scripting, code review, model deployment, linear algebra","coding, engineering",master's degree,2,Software Engineer,653000,1412000
"git, testing, problem solving, data structures, docker, databases, debugging","learning new tools, engineering, infrastructure, cloud, responsive design",master's degree,10,Back-End Developer,912000,2157000
"critical thinking, testing, ci/cd","teamwork, software craftsmanship, clean code, web development, visual storytelling",bachelor's degree,3,Software Engineer,616000,1253000
"excel, numpy, data cleaning, card sorting","visualization, requirements analysis",master's degree,3,Data Analyst,663000,1571000
"javascript, prototyping, debugging, problem solving","user experience, web development, teamwork, coding, automation",bachelor's degree,0,Front-End Developer,438000,893000
"javascript, debugging, html, svelte, react","programming, technology, algorithms, responsive design",master's degree,1,Software Engineer,681000,1490000
"api design, ci/cd, testing, critical thinking, grafana, databases, documentation, software architecture","site reliability, systems, infrastructure",master's degree,7,DevOps Engineer,985000,2136000
"git, presentation skills, html, problem solving, dax, looker","coding, algorithms, systems, ui development",bachelor's degree,7,Software Engineer,1000000,2219000
"documentation, statistics, pandas, numpy, sql, charts, etl","technology, pattern recognition, statistics, scalability",bachelor's degree,5,Data Analyst,692000,1402000
"debugging, ci/cd, agile, scripting, ui components, angular","clean code, engineering",bachelor's degree,1,Software Engineer,667000,1485000
"presentation skills, refactoring, communication, javascript, testing, algorithms, api design, message queues","backend systems, teamwork",bachelor's degree,8,Software Engineer,1110000,2488000
"unit testing, javascript, git, communication, debugging, financial modeling, process mapping","system design, backend systems, learning new tools",bachelor's degree,1,Software Engineer,604000,1442000
"git, html, problem solving, next.js, css animations","software craftsmanship, coding",master's degree,1,Software Engineer,607000,1364000
"git, pandas, debugging, statistics, algorithms","pattern recognition, teamwork, forecasting",bachelor's degree,1,Machine Learning Engineer,792000,1698000
"hyperparameter tuning, data cleaning, statistics, machine learning, data structures","innovation, pattern recognition, statistics",bachelor's degree,2,Machine Learning Engineer,724000,1593000
"css, documentation, cross-browser testing, html, prototyping, debugging, git, teamwork, card sorting, visual design","web development, innovation, coding, user experience",bachelor's degree,10,Front-End Developer,892000,1896000
"api design, data structures, critical thinking, scripting, problem solving","programming, clean code, software craftsmanship, backend systems, learning new tools",master's degree,1,Software Engineer,582000,1259000
"sharding, problem solving, databases, api design","engineering, system reliability, scalability, infrastructure",phd,4,Back-End Developer,720000,1521000
"docker, ci/cd","cloud, engineering, backend systems",12th pass,14,Back-End Developer,1291000,2921000
"user research, okrs, market analysis, stakeholder management, customer discovery, postgresql, caching","strategy, customer feedback, market fit, user research",master's degree,0,Product Manager,867000,2065000
"scripting, ci/cd, communication, api design, git","systems, web development, backend systems",bachelor's degree,6,Software Engineer,862000,1958000
"api design, mongodb, databases, debugging, documentation, testing, linux, information architecture, usability","backend systems, infrastructure, learning new tools, scalability",bachelor's degree,3,Back-End Developer,661000,1563000
"xgboost, scikit-learn, data cleaning, pandas, communication, critical thinking, git","pattern recognition, teamwork, computer vision, statistics",bachelor's degree,3,Machine Learning Engineer,811000,1937000
"git, code review, javascript, debugging, spring boot","programming, backend systems, innovation, algorithms, ui development",bachelor's degree,10,Software Engineer,978000,2104000
"figma, css, design systems, journey mapping, customer discovery, prototyping, presentation skills","user research, technology, design",phd,7,UX Designer,702000,1543000
"critical thinking, dashboards, machine learning, python, problem solving, incident response","data storytelling, reporting, data analysis, pattern recognition, product strategy",diploma,0,Data Analyst,376000,769000
"git, data structures, api design, design patterns","coding, distributed systems",bachelor's degree,2,Software Engineer,591000,1407000
"documentation, design systems, user research, agile, concurrency","user experience, responsive design, coding, design, forecasting",bachelor's degree,0,Front-End Developer,412000,866000
"customer discovery, css, design systems, figma, prototyping, prometheus, grafana","accessibility, usability, design, customer feedback, user research",bachelor's degree,4,UX Designer,605000,1233000
"critical thinking, documentation, requirements gathering, reporting, pivot tables",strategy,master's degree,10,Business Analyst,881000,1836000
"databases, cloud, teamwork, requirements gathering, risk analysis","cloud, systems, automation",bachelor's degree,0,DevOps Engineer,618000,1453000
"qlik, dashboards, excel, pandas, problem solving, statistics, communication","reporting, statistics, system design",bachelor's degree,2,Data Analyst,468000,961000
"problem solving, tableau, reporting, stakeholder communication","analytics, strategy, innovation",bachelor's degree,3,Business Analyst,586000,1372000
"stakeholder communication, market analysis, tableau, risk analysis, keras","visualization, analytics, strategy, market research",diploma,3,Business Analyst,723000,1523000
"css animations, prototyping, figma, design systems, testing, react, user research","web development, ui development",bachelor's degree,1,Front-End Developer,440000,1046000
"data visualization, charts, tableau, tailwind css, next.js","learning new tools, pattern recognition, growth",bachelor's degree,3,Data Analyst,640000,1395000
"dashboards, teamwork, stakeholder management, requirements gathering","reporting, analytics, stakeholder collaboration, business intelligence",bachelor's degree,5,Business Analyst,751000,1743000
"redux, documentation, design systems, html, problem solving, power bi, google sheets","user experience, responsive design, problem solving",phd,3,Front-End Developer,662000,1571000
"docker, git, api design, linux, scripting","automation, infrastructure, cloud computing, teamwork",bachelor's degree,0,DevOps Engineer,602000,1418000
"keras, problem solving, data cleaning, algorithms, card sorting","teamwork, statistics, programming, data analysis",bachelor's degree,1,Machine Learning Engineer,787000,1821000
"data cleaning, communication, machine learning, debugging, site reliability","innovation, pattern recognition, algorithms, statistics, computer vision, software craftsmanship",bachelor's degree,4,Machine Learning Engineer,985000,2174000
"git, critical thinking, scripting, linux, testing, debugging, design patterns, deep learning, hyperparameter tuning","engineering, systems",bachelor's degree,6,Software Engineer,787000,1788000
"python, numpy, critical thinking, debugging, pandas, data cleaning, grpc, postgresql","teamwork, algorithms, data analysis",master's degree,1,Machine Learning Engineer,637000,1455000
"market analysis, communication, competitive analysis, personas, pricing strategy, customer discovery, stakeholder management","teamwork, user research, customer feedback, stakeholder collaboration, business intelligence",master's degree,3,Product Manager,1056000,2419000
"teamwork, design patterns, testing, scikit-learn, tensorflow",algorithms,bachelor's degree,1,Software Engineer,530000,1081000
"vue, html, figma","user experience, learning new tools, risk management",bachelor's degree,2,Front-End Developer,531000,1082000
"agile, cloud, critical thinking, git, data structures, tensorflow","cloud, engineering, innovation",bachelor's degree,3,Back-End Developer,757000,1810000
"git, communication, testing, databases, kubernetes, api design, business process improvement, business case development","infrastructure, visual storytelling",12th pass,2,DevOps Engineer,698000,1623000
"agile, c#, python, html",automation,master's degree,15,Software Engineer,1219000,2905000
"design patterns, documentation, agile, testing, kubernetes","coding, automation",bachelor's degree,1,Software Engineer,634000,1338000
"html, communication, figma, design systems, css, typescript, risk analysis, process mapping","web development, learning new tools, coding, system design",diploma,0,Front-End Developer,492000,1123000
"databases, debugging, ci/cd, cloud, design patterns",infrastructure,master's degree,0,Back-End Developer,427000,862000
"python, reporting, pivot tables, sql, git, heuristic evaluation","statistics, analytics, kpis",bachelor's degree,2,Data Analyst,597000,1254000
"debugging, algorithms, linear algebra, git, cross-browser testing, ui components","learning new tools, programming, statistics",bachelor's degree,7,Machine Learning Engineer,916000,1842000
"stakeholder communication, documentation, machine learning, git","forecasting, pattern recognition, data analysis, clean code",master's degree,9,Data Analyst,934000,1868000
"data visualization, reporting, excel, critical thinking, documentation, mlops, computer vision","teamwork, strategy, visualization, site reliability",12th pass,4,Business Analyst,617000,1236000
"debugging, data structures, problem solving, critical thinking, use case documentation, risk analysis","programming, technology, algorithms, statistics",bachelor's degree,3,Machine Learning Engineer,799000,1641000
"model evaluation, critical thinking, python, data cleaning, numpy, statistics, data structures, sketch, interaction design","statistics, teamwork, nlp research",bachelor's degree,0,Machine Learning Engineer,632000,1432000
"sketch, documentation, problem solving, figma, design systems, vlookup","user research, user experience, design, cloud computing",diploma,1,UX Designer,526000,1164000
"linux, cloud","backend systems, cloud, innovation, financial analysis",master's degree,0,Back-End Developer,439000,1052000
"python, javascript","technology, algorithms, automation, clean code, process improvement",bachelor's degree,1,Software Engineer,572000,1189000
"gap analysis, excel, workflow automation, tableau","learning new tools, reporting, analytics",master's degree,5,Business Analyst,678000,1552000
"roadmap, agile, market analysis, sql","reporting, visualization, market fit",bachelor's degree,9,Business Analyst,865000,2052000
"concurrency, api design, presentation skills, documentation, git","coding, software craftsmanship, algorithms, systems",diploma,3,Software Engineer,797000,1873000
"scripting, grafana, git, teamwork, testing, databases, docker, typescript","cloud, learning new tools",phd,0,DevOps Engineer,558000,1189000
"numpy, algorithms, git, statistics, data cleaning, agile, prometheus","algorithms, teamwork, pattern recognition",diploma,1,Machine Learning Engineer,747000,1758000
"market analysis, communication, dashboards, agile, node.js, caching",stakeholder collaboration,diploma,12,Business Analyst,1258000,2888000
"design patterns, api design, problem solving, ci/cd, documentation","backend systems, innovation, system design",diploma,9,Software Engineer,1034000,2300000
"html, data structures, api design, linux, python","coding, web development, technology, algorithms",bachelor's degree,2,Software Engineer,633000,1280000
"teamwork, ci/cd, python, api design, html, backlog grooming, metrics","coding, web development, algorithms, innovation, model optimization",master's degree,10,Software Engineer,1073000,2165000
"communication, critical thinking, ci/cd, linux","clean code, algorithms, engineering, interactive web experiences",bachelor's degree,3,Software Engineer,668000,1592000
"pandas, excel, numpy, typescript","forecasting, visualization, dashboards, infrastructure",bachelor's degree,5,Data Analyst,669000,1389000
"api design, html, scripting, concurrency, git, javascript","software craftsmanship, system design, algorithms, teamwork, infrastructure",bachelor's degree,15,Software Engineer,1485000,2988000
"pandas, machine learning, numpy, communication, statistics, computer vision","programming, predictive modeling, visual storytelling",bachelor's degree,6,Machine Learning Engineer,1052000,2441000
"personas, product analytics, stakeholder management, market analysis, pytorch","user research, innovation, stakeholder collaboration, strategy, clean code",bachelor's degree,10,Product Manager,1400000,3052000
"debugging, ci/cd, ansible, prometheus",automation,diploma,2,Software Engineer,668000,1350000
"ci/cd, refactoring, html, design patterns, critical thinking, python","systems, software craftsmanship, backend systems, automation",master's degree,6,Software Engineer,951000,1983000
"git, design patterns, authentication, linux, use case documentation, process mapping","backend systems, infrastructure",bachelor's degree,3,Back-End Developer,616000,1412000
"design systems, documentation, testing, prototyping, storybook","learning new tools, coding, web development, user experience, interactive web experiences, growth",diploma,4,Front-End Developer,685000,1452000
"python, problem solving, design patterns, angular","programming, teamwork, systems, engineering, system design",master's degree,3,Software Engineer,653000,1470000
"algorithms, design patterns, git, linux, competitive analysis, prioritization","programming, engineering",master's degree,2,Software Engineer,723000,1559000
"cloud, linux, git, documentation, docker, api design, critical thinking, angular, storybook","infrastructure, automation, learning new tools",phd,1,DevOps Engineer,650000,1370000
"teamwork, statistics, presentation skills, data visualization, charts, okrs","pattern recognition, analytics, learning new tools, business intelligence, reporting",master's degree,2,Data Analyst,606000,1395000
"git, scripting, api design, documentation, cloud, databases, terraform","innovation, automation, systems, accessibility",bachelor's degree,6,DevOps Engineer,965000,2147000
"docker, data structures, cloud, testing, ci/cd, performance tuning","cloud, problem solving, accessibility",master's degree,4,Back-End Developer,742000,1590000
"git, linux, algorithms, scripting, performance tuning, competitive analysis",coding,bachelor's degree,5,Software Engineer,826000,1724000
"ci/cd, html, charts, etl","web development, clean code, systems, kpis",phd,10,Software Engineer,1256000,2723000
"data warehousing, teamwork, dax, numpy, data visualization, xgboost, scikit-learn","pattern recognition, business intelligence, human-centered design",master's degree,5,Data Analyst,707000,1454000
"algorithms, tensorflow, debugging, data cleaning, statistics, information architecture","algorithms, statistics, pattern recognition, api design",bachelor's degree,4,Machine Learning Engineer,879000,1886000
"data structures, git, agile, linux, databases, c++, performance tuning","cloud, infrastructure, learning new tools, human-centered design",master's degree,12,Back-End Developer,1071000,2473000
"dashboards, problem solving, use case documentation, market analysis, excel, next.js","problem solving, process improvement, analytics, stakeholder collaboration, reporting, cloud computing",12th pass,2,Business Analyst,567000,1346000
"ci/cd, problem solving, presentation skills, algorithms, javascript, pivot tables",programming,phd,10,Software Engineer,1224000,2873000
"figma, css, user research, customer discovery, prototyping, mongodb","learning new tools, design",master's degree,1,UX Designer,435000,1027000
"agile, testing, prototyping, css animations, git","design, web development, user experience, learning new tools, nlp research",bachelor's degree,6,Front-End Developer,749000,1587000
"pandas, python, teamwork, data structures, git, logging systems","model optimization, pattern recognition, technology",master's degree,1,Machine Learning Engineer,705000,1506000
"git, algorithms, debugging, api design, ci/cd, agile, helm, kubernetes","programming, learning new tools, coding, engineering",master's degree,1,Software Engineer,610000,1408000
"agile, python, problem solving, excel, product strategy, competitive analysis","data analysis, dashboards, analytics, teamwork",phd,8,Data Analyst,842000,1807000
"algorithms, testing, teamwork, design critique, heuristic evaluation","software craftsmanship, algorithms, product strategy",12th pass,5,Software Engineer,705000,1640000
"personas, teamwork, market analysis, roadmap","customer feedback, technology, strategy, stakeholder collaboration",bachelor's degree,1,Product Manager,922000,2178000
"debugging, data structures, algorithms, google sheets, kpis","computer vision, data analysis",diploma,1,Machine Learning Engineer,643000,1329000
"documentation, problem solving, linux, testing, svelte, ui components","learning new tools, infrastructure, backend systems, financial analysis",bachelor's degree,4,Back-End Developer,724000,1634000
"okrs, market analysis, user research, requirements gathering, stakeholder management, roadmap","learning new tools, customer feedback, strategy, stakeholder collaboration, clean code",bachelor's degree,2,Product Manager,871000,2048000
"documentation, databases, testing, git, helm, ci/cd","infrastructure, cloud, systems",phd,7,DevOps Engineer,1105000,2212000
"teamwork, scripting, linux, cloud, presentation skills, helm, linear algebra, keras","systems, cloud",phd,5,DevOps Engineer,771000,1575000
"design systems, javascript, css, figma, prototyping",coding,bachelor's degree,10,Front-End Developer,1092000,2287000
"ci/cd, presentation skills, git, api design, gap analysis, business process improvement","technology, cloud, infrastructure, engineering, growth",bachelor's degree,1,Back-End Developer,586000,1239000
"excel, agile, data visualization, dashboards, python, numpy, competitive analysis","statistics, analytics, technology, software craftsmanship",master's degree,9,Data Analyst,1051000,2369000
"design patterns, api design, debugging, mongodb, sharding","programming, coding, problem solving, backend systems",diploma,9,Software Engineer,905000,1864000
"data structures, agile, linux, python, testing, algorithms, css animations","technology, algorithms, clean code, automation",phd,1,Software Engineer,546000,1285000
"statistics, git","programming, data analysis",diploma,10,Machine Learning Engineer,1362000,2778000
"design patterns, data structures, algorithms, critical thinking, scripting, ci/cd, hyperparameter tuning","programming, software craftsmanship",bachelor's degree,6,Software Engineer,782000,1700000
"documentation, cloud, api design, financial modeling, business case development","automation, systems, site reliability",bachelor's degree,13,DevOps Engineer,1395000,3058000
"javascript, critical thinking, documentation, git, prototyping, testing, sketch, card sorting","user experience, web development, coding, responsive design",bachelor's degree,6,Front-End Developer,873000,1908000
"algorithms, concurrency, debugging, linux, javascript, logging systems, ansible","web development, software craftsmanship, systems",bachelor's degree,3,Software Engineer,726000,1604000
"critical thinking, scripting, documentation, api design, git, databases","teamwork, infrastructure, automation",bachelor's degree,6,DevOps Engineer,870000,2054000
"git, linux, teamwork, ci/cd, scripting, metrics","clean code, system design, problem solving, algorithms",diploma,0,Software Engineer,552000,1149000
"software architecture, debugging, design patterns, javascript, information architecture, visual design","clean code, software craftsmanship, technology, coding, dashboards",bachelor's degree,1,Software Engineer,557000,1233000
"figma, design critique, user research, heuristic evaluation, backlog grooming, pricing strategy","human-centered design, technology, user experience, customer feedback",bachelor's degree,7,UX Designer,851000,1866000
"critical thinking, linux, communication, cloud","automation, cloud, interactive web experiences",bachelor's degree,12,DevOps Engineer,1087000,2493000
"machine learning, stakeholder communication, git, agile, sql, python, pandas, message queues, django","pattern recognition, statistics, forecasting, clean code",master's degree,1,Data Analyst,462000,1087000
"design systems, testing, git, spring boot, redis","design, interactive web experiences, coding",master's degree,9,Front-End Developer,924000,1893000
"documentation, roadmap, git, market analysis, mlops","strategy, customer feedback, stakeholder collaboration",bachelor's degree,4,Product Manager,873000,2039000
"presentation skills, stakeholder communication, requirements gathering, dax, looker","reporting, teamwork, analytics",12th pass,1,Business Analyst,562000,1319000
"ci/cd, scripting, documentation, problem solving, unit testing, api design","algorithms, engineering, automation, innovation, system reliability",bachelor's degree,1,Software Engineer,533000,1147000
"teamwork, customer discovery, design systems, css, figma, terraform, logging systems","technology, design, user research, human-centered design, customer feedback",master's degree,6,UX Designer,730000,1550000
"javascript, c#, linux, api design, scripting, object-oriented design, nlp, reinforcement learning","algorithms, clean code, automation",bachelor's degree,4,Software Engineer,734000,1476000
"agile, algorithms, pandas, git, python, postgresql, sharding","data analysis, nlp research, statistics, predictive modeling, cloud computing",master's degree,10,Machine Learning Engineer,1076000,2258000
"communication, debugging, problem solving, figma, c#, concurrency","technology, user experience, responsive design",master's degree,6,Front-End Developer,673000,1434000
"reporting, critical thinking, market analysis, communication, dashboards, agile, incident response, site reliability","stakeholder collaboration, cloud computing",bachelor's degree,9,Business Analyst,1013000,2044000
"statistics, data cleaning, git, machine learning, scikit-learn, numpy, use case documentation, stakeholder interviews","pattern recognition, programming, algorithms, dashboards",phd,7,Machine Learning Engineer,898000,2004000
"figma, teamwork, design systems, css, communication, mlops, xgboost","design, coding, distributed systems",master's degree,2,Front-End Developer,621000,1323000
"teamwork, data structures, xgboost, model deployment, critical thinking, debugging, statistics","problem solving, data analysis, statistics",diploma,6,Machine Learning Engineer,1103000,2519000
"pandas, statistics, reinforcement learning, tensorflow, helm, terraform","pattern recognition, statistics, learning new tools, programming",bachelor's degree,0,Machine Learning Engineer,565000,1233000
"testing, linux, prometheus, git, scripting, ci/cd, presentation skills","technology, infrastructure, automation, computer vision",bachelor's degree,3,DevOps Engineer,794000,1692000
"risk analysis, communication, agile, critical thinking, sql, financial modeling, authentication, message queues","stakeholder collaboration, visualization, problem solving",bachelor's degree,4,Business Analyst,709000,1446000
"stakeholder communication, machine learning, regression analysis, pandas, python, excel, teamwork, product strategy, backlog grooming","kpis, visualization",bachelor's degree,0,Data Analyst,433000,992000
"user research, market analysis, customer discovery, personas, teamwork, critical thinking","learning new tools, user research, stakeholder collaboration",bachelor's degree,3,Product Manager,1064000,2509000
"api design, databases, stakeholder interviews","systems, learning new tools, site reliability, infrastructure, computer vision",bachelor's degree,1,DevOps Engineer,692000,1471000
"ci/cd, linux, object-oriented design, scripting","programming, learning new tools, software craftsmanship, visual storytelling",diploma,15,Software Engineer,1536000,3448000
"testing, git, figma, caching","web development, forecasting",phd,15,Front-End Developer,1363000,3044000
"git, algorithms, statistics, agile, deep learning","statistics, nlp research",bachelor's degree,13,Machine Learning Engineer,1355000,3058000
"data structures, testing, design patterns, linux, docker, ansible","cloud, api design, product strategy",bachelor's degree,0,Back-End Developer,521000,1087000
"javascript, agile, debugging, data structures, scripting, gap analysis, workflow automation","teamwork, automation, engineering",bachelor's degree,4,Software Engineer,701000,1553000
"presentation skills, ci/cd, design patterns","infrastructure, backend systems, automation",diploma,4,Back-End Developer,711000,1537000
"problem solving, communication, excel, reporting, market analysis, tableau, looker","process improvement, analytics, risk management",phd,3,Business Analyst,649000,1385000
"html, teamwork, python, javascript, testing, performance tuning, scripting, logging systems, monitoring","algorithms, programming, cloud computing",diploma,2,Software Engineer,643000,1300000
"git, python, debugging, linux, api design, interaction design","programming, engineering",master's degree,4,Software Engineer,662000,1483000
"data cleaning, git, critical thinking, model evaluation, mlops, redux","statistics, data analysis, programming, nlp research, financial analysis",bachelor's degree,1,Machine Learning Engineer,719000,1565000
"sql, reporting, tableau, data visualization, google sheets, statistics, product analytics, product strategy","data storytelling, statistics, technology, data analysis, api design",12th pass,15,Data Analyst,1137000,2510000
"stakeholder management, critical thinking, stakeholder communication, reporting, unit testing, concurrency","stakeholder collaboration, analytics, strategy, predictive modeling",bachelor's degree,3,Business Analyst,617000,1368000
"roadmap, requirements gathering, customer discovery, market analysis, personas, model evaluation, mlops","stakeholder collaboration, technology",bachelor's degree,3,Product Manager,888000,1853000
"tableau, stakeholder communication, stakeholder management","analytics, visualization",master's degree,3,Business Analyst,668000,1464000
"cloud, testing, linux, prometheus, docker","cloud computing, systems, distributed systems",bachelor's degree,0,DevOps Engineer,647000,1447000
"critical thinking, machine learning, teamwork, numpy, data structures, terraform, networking","data analysis, computer vision, software craftsmanship",diploma,2,Machine Learning Engineer,669000,1536000
"javascript, object-oriented design, api design, linux, testing, python, market research, regression analysis","engineering, automation, problem solving, interactive web experiences",bachelor's degree,10,Software Engineer,986000,2084000
"market research, pandas, excel, stakeholder communication, critical thinking, statistics","business intelligence, visualization, kpis",master's degree,5,Data Analyst,778000,1728000
"user research, html, git, javascript, debugging","coding, user experience",bachelor's degree,0,Front-End Developer,412000,884000
"git, agile, javascript, testing, vue","clean code, systems",bachelor's degree,0,Software Engineer,493000,1174000
"ci/cd, data structures, testing, git, problem solving, database indexing, linux, critical thinking","innovation, engineering, infrastructure, backend systems",diploma,4,Back-End Developer,787000,1594000
"git, teamwork, numpy, dashboards, stakeholder interviews","analytics, technology",bachelor's degree,5,Data Analyst,778000,1609000
"testing, ci/cd, api design, git, node.js, databases, business process improvement","backend systems, api design, scalability, engineering, customer needs",bachelor's degree,1,Back-End Developer,508000,1131000
"ci/cd, testing, cloud, design patterns, code review, performance tuning","system reliability, teamwork, infrastructure, backend systems, cloud, api design",bachelor's degree,7,Back-End Developer,813000,1739000
"ci/cd, presentation skills, api design","infrastructure, site reliability, learning new tools, risk management",master's degree,15,DevOps Engineer,1493000,3417000
"tensorflow, data cleaning, machine learning, requirements gathering, risk analysis","statistics, technology, nlp research, data analysis, model optimization",diploma,4,Machine Learning Engineer,930000,2043000
"documentation, critical thinking, looker, data cleaning, numpy","reporting, innovation, analytics, interactive web experiences",bachelor's degree,2,Data Analyst,579000,1358000
"personas, figma, design systems, user research, critical thinking, prototyping","problem solving, user experience, accessibility, customer feedback, api design",bachelor's degree,6,UX Designer,857000,1961000
"cloud, ci/cd, api design, debugging, design patterns","engineering, technology, infrastructure, cloud, software craftsmanship",master's degree,0,Back-End Developer,437000,923000
"data cleaning, sql, css animations, angular","reporting, technology, financial analysis",bachelor's degree,3,Data Analyst,584000,1221000
"user research, javascript, figma, css, html","user experience, web development, technology",bachelor's degree,1,Front-End Developer,505000,1077000
"communication, presentation skills, git, stakeholder management, backlog grooming, market analysis, personas, customer discovery","market fit, customer feedback, user research, technology, stakeholder collaboration, distributed systems",12th pass,5,Product Manager,1177000,2712000
"git, api design, debugging, databases, node.js, performance tuning","infrastructure, engineering, backend systems, growth",master's degree,0,Back-End Developer,466000,1044000
"debugging, figma, django","user experience, human-centered design",diploma,6,Front-End Developer,862000,1965000
"market research, communication, sql, critical thinking, reporting, stakeholder communication, statistics, stakeholder interviews, business case development",pattern recognition,master's degree,0,Data Analyst,394000,810000
"html, debugging, problem solving, user research, testing, go-to-market strategy","problem solving, coding, web performance, ui development, model optimization",diploma,0,Front-End Developer,480000,1104000
"customer discovery, stakeholder management, communication, critical thinking, metrics, market analysis, personas","technology, strategy, user research, product strategy, customer feedback, ui development",bachelor's degree,1,Product Manager,772000,1600000
"stakeholder management, tableau","stakeholder collaboration, visualization, strategy, teamwork, responsive design",master's degree,7,Business Analyst,938000,2188000
"statistics, pandas, machine learning, data cleaning, git, terraform, helm","statistics, artificial intelligence, programming, algorithms, market fit",master's degree,2,Machine Learning Engineer,666000,1463000
"dashboards, data visualization, communication, computer vision, pytorch","statistics, teamwork, automation",phd,1,Data Analyst,539000,1275000
"sass, debugging, prototyping",coding,bachelor's degree,0,Front-End Developer,436000,986000
